date_observed,store,item_name,normalized_name,brand,category,price,size,unit,normalized_price_per_unit,normalized_unit,source,notes
2026-05-14,iga-joliette,BRISOTTI WHITE OR RED WINE,BRISOTTI WHITE OR RED WINE,BRISOTTI,,11.99,,,11.99,unknown,flipp,
2026-05-14,iga-joliette,VIN BLANC SANS ALCOOL BÙ,VIN BLANC SANS ALCOOL BÙ,BU,,12.99,,,12.99,unknown,flipp,
2026-05-14,iga-joliette,MATCHA COLLAGÈNE TEANGLE,MATCHA COLLAGÈNE TEANGLE,,,59.99,,,59.99,unknown,flipp,
2026-05-14,iga-joliette,TOUT-EN-UN GOOD PROTEIN,TOUT-EN-UN GOOD PROTEIN,,,52.99,,,52.99,unknown,flipp,
2026-05-14,iga-joliette,AIDE DIGESTIVE ENZYMEDICA,AIDE DIGESTIVE ENZYMEDICA,ENZYMEDICA,,37.99,,,37.99,unknown,flipp,
2026-05-14,iga-joliette,FORMULE FLORADIX KINDERVITAL SALUS,FORMULE FLORADIX KINDERVITAL SALUS,SALUS,,25.99,,,25.99,unknown,flipp,
2026-05-14,iga-joliette,CANNA ASSORTIS,CANNA ASSORTIS,,,19.99,,,19.99,unknown,flipp,
2026-05-14,iga-joliette,BOISSON À BASE D'EAU PÉTILLANTE BUBLY,BOISSON À BASE D'EAU PÉTILLANTE BUBLY,bubly,,5.88,,,5.88,unknown,flipp,
2026-05-14,iga-joliette,BIÈRE ARCHIBALD,BIÈRE ARCHIBALD,Archibald,,21.99,,,21.99,unknown,flipp,
2026-05-14,iga-joliette,TOMATES COMPLIMENTS (540 mL) OU PÂTE DE TOMATES COMPLIMENTS (369 mL),TOMATES COMPLIMENTS (540 mL) OU PÂTE DE TOMATES COMPLIMENTS (369 mL),Compliments,,1.99,,,1.99,unknown,flipp,
2026-05-14,iga-joliette,ÉPICES DION,ÉPICES DION,DION,,3.99,,,3.99,unknown,flipp,
2026-05-14,iga-joliette,POUTINE AU HOMARD C'EST PRÊT!,POUTINE AU HOMARD C'EST PRÊT!,,,9.99,,,9.99,unknown,flipp,
2026-05-14,iga-joliette,GUÉDILLE AU HOMARD C'EST PRÊT!,GUÉDILLE AU HOMARD C'EST PRÊT!,C'EST PRÊT!,,10.99,,,10.99,unknown,flipp,
2026-05-14,iga-joliette,CLUB SANDWICH AU HOMARD C'EST PRÊT!,CLUB SANDWICH AU HOMARD C'EST PRÊT!,C'EST PRÊT!,,10.99,,,10.99,unknown,flipp,
2026-05-14,iga-joliette,LIMES SANS PÉPINS,LIMES SANS PÉPINS,,,3.99,,,3.99,unknown,flipp,
2026-05-14,iga-joliette,CÉLERI,CÉLERI,,,4.99,,,4.99,unknown,flipp,
2026-05-14,iga-joliette,CAROTTES NANTAISES,CAROTTES NANTAISES,,,4.49,,,4.49,unknown,flipp,
2026-05-14,iga-joliette,CONCOMBRE SANS PÉPINS,CONCOMBRE SANS PÉPINS,,,4,,,4,unknown,flipp,
2026-05-14,iga-joliette,OIGNONS JAUNES COMPLIMENTS,OIGNONS JAUNES COMPLIMENTS,Compliments,,1.99,,,1.99,unknown,flipp,
2026-05-14,iga-joliette,VIN BLANC MORGAN HILL,VIN BLANC MORGAN HILL,MORGAN HILL,,17.99,,,17.99,unknown,flipp,
2026-05-14,iga-joliette,CRÈME À CUISSON LACTANTIA,CRÈME À CUISSON LACTANTIA,Lactantia,,3.99,,,3.99,unknown,flipp,
2026-05-14,iga-joliette,"MARINADE, MAYONNAISE OU SAUCE SUSHI À LA MAISON","MARINADE, MAYONNAISE OU SAUCE SUSHI À LA MAISON",SUSHI À LA MAISON,,5.99,,,5.99,unknown,flipp,
2026-05-14,iga-joliette,FEUILLES DE RIZ KIM PHAT,FEUILLES DE RIZ KIM PHAT,KIM PHAT,,4.99,,,4.99,unknown,flipp,
2026-05-14,iga-joliette,AVOCAT,AVOCAT,,,1.99,,,1.99,unknown,flipp,
2026-05-14,iga-joliette,BROCHETTES DE POULET FRAIS ASSAISONNÉES PRIX CLUB,BROCHETTES DE POULET FRAIS ASSAISONNÉES PRIX CLUB,,,23,,,23,unknown,flipp,
2026-05-14,iga-joliette,PERSIL FRISÉ OU ITALIEN FRAIS,PERSIL FRISÉ OU ITALIEN FRAIS,,,1.69,,,1.69,unknown,flipp,
2026-05-14,iga-joliette,MAYONNAISE OU SAUCE POUR BURGER MAG SIGNATURE,MAYONNAISE OU SAUCE POUR BURGER MAG SIGNATURE,,,4.99,,,4.99,unknown,flipp,
2026-05-14,iga-joliette,FLEUR DE SEL MAISON ORPHÉE,FLEUR DE SEL MAISON ORPHÉE,Maison Orphee,,6.99,,,6.99,unknown,flipp,
2026-05-14,iga-joliette,TOMATES ROUGES DE SERRE,TOMATES ROUGES DE SERRE,,,3.99,,,3.99,unknown,flipp,
2026-05-14,iga-joliette,HUILE D'OLIVE EXTRA VIERGE LIV99,HUILE D'OLIVE EXTRA VIERGE LIV99,LIV99,,15.99,,,15.99,unknown,flipp,
2026-05-14,iga-joliette,VINAIGRE DE VIN MAILLE,VINAIGRE DE VIN MAILLE,,,8.49,,,8.49,unknown,flipp,
2026-05-14,iga-joliette,BACON DOUBLE FUMÉ FUMOIRS GOSSELIN,BACON DOUBLE FUMÉ FUMOIRS GOSSELIN,FUMOIRS GOSSELIN,,9.99,,,9.99,unknown,flipp,
2026-05-14,iga-joliette,AIL UNE TOUCHE D'AIL,AIL UNE TOUCHE D'AIL,,,4.99,,,4.99,unknown,flipp,
2026-05-14,iga-joliette,MANGUE ATAUFLO,MANGUE ATAUFLO,,,1.99,,,1.99,unknown,flipp,
2026-05-14,iga-joliette,HUILE DE SÉSAME PURE KADOYA,HUILE DE SÉSAME PURE KADOYA,Kadoya,,5.49,,,5.49,unknown,flipp,
2026-05-14,iga-joliette,SAUCE HOISIN LEE KUM KEE,SAUCE HOISIN LEE KUM KEE,Lee Kum Kee,,3.79,,,3.79,unknown,flipp,
2026-05-14,iga-joliette,CAPUCHONS DE CHAMPIGNONS PORTABELLA BIOLOGIQUES,CAPUCHONS DE CHAMPIGNONS PORTABELLA BIOLOGIQUES,,,9,,,9,unknown,flipp,
2026-05-14,iga-joliette,PLANTE ODORANTE,PLANTE ODORANTE,,,12.99,,,12.99,unknown,flipp,
2026-05-14,iga-joliette,PLANTE TROPICALE PATIO,PLANTE TROPICALE PATIO,,,39.99,,,39.99,unknown,flipp,
2026-05-14,iga-joliette,PLANT D'ANNUELLES,PLANT D'ANNUELLES,,,12,,,12,unknown,flipp,
2026-05-14,iga-joliette,PAILLIS DE CÈDRE FLORAL,PAILLIS DE CÈDRE FLORAL,Floral,,5.99,,,5.99,unknown,flipp,
2026-05-14,iga-joliette,PLANT DE LÉGUMES,PLANT DE LÉGUMES,,,9.99,,,9.99,unknown,flipp,
2026-05-14,iga-joliette,FRAISIER,FRAISIER,,,16.99,,,16.99,unknown,flipp,
2026-05-14,iga-joliette,COMPOST DE CREVETTES FLORAL,COMPOST DE CREVETTES FLORAL,Floral,,3.99,,,3.99,unknown,flipp,
2026-05-14,iga-joliette,PACHIRA SUR TIGE,PACHIRA SUR TIGE,,,34.99,,,34.99,unknown,flipp,
2026-05-14,iga-joliette,JARDIN DE SUCCULENTES,JARDIN DE SUCCULENTES,,,19.99,,,19.99,unknown,flipp,
2026-05-14,iga-joliette,MANDEVILLA SUR TREILLIS,MANDEVILLA SUR TREILLIS,,,34.99,,,34.99,unknown,flipp,
2026-05-14,iga-joliette,PALMIER MAJESTIC,PALMIER MAJESTIC,,,20,,,20,unknown,flipp,
2026-05-14,iga-joliette,DAHLIA,DAHLIA,,,12.99,,,12.99,unknown,flipp,
2026-05-14,iga-joliette,FINES HERBES FRAÎCHES,FINES HERBES FRAÎCHES,,,9.99,,,9.99,unknown,flipp,
2026-05-14,iga-joliette,MINI ROSIER,MINI ROSIER,,,6.99,,,6.99,unknown,flipp,
2026-05-14,iga-joliette,FUMIER COMPOSTÉ FLORAL,FUMIER COMPOSTÉ FLORAL,Floral,,2.49,,,2.49,unknown,flipp,
2026-05-14,iga-joliette,"LANTANA, ABUTILON OU HÉLIOTROPE","LANTANA, ABUTILON OU HÉLIOTROPE",,,29.99,,,29.99,unknown,flipp,
2026-05-14,iga-joliette,PANIER SUSPENDU DE LÉGUMES,PANIER SUSPENDU DE LÉGUMES,,,19.99,,,19.99,unknown,flipp,
2026-05-14,iga-joliette,FOUGÈRE DE BOSTON,FOUGÈRE DE BOSTON,,,16.99,,,16.99,unknown,flipp,
2026-05-14,iga-joliette,ANANAS LES INDISPENSABLES,ANANAS LES INDISPENSABLES,LES INDISPENSABLES,,29.99,,,29.99,unknown,flipp,
2026-05-14,iga-joliette,PANIER SUSPENDU,PANIER SUSPENDU,,,24.99,,,24.99,unknown,flipp,
2026-05-14,iga-joliette,ARRANGEMENT DE FLEURS POUR PATIO,ARRANGEMENT DE FLEURS POUR PATIO,,,44.99,,,44.99,unknown,flipp,
2026-05-14,iga-joliette,"TERRE NOIRE, À JARDIN OU DE FINITION FLORAL","TERRE NOIRE, À JARDIN OU DE FINITION FLORAL",Floral,,6,,,6,unknown,flipp,
2026-05-14,iga-joliette,TERREAU LÉGUMES ET FINES HERBES FLORAL,TERREAU LÉGUMES ET FINES HERBES FLORAL,Floral,,5.99,,,5.99,unknown,flipp,
2026-05-14,metro-joliette,POT PATIO,POT PATIO,,,23.99,,,23.99,unknown,flipp,
2026-05-14,metro-joliette,MAÏS EN ÉPIS DEUX COULEURS,MAÏS EN ÉPIS DEUX COULEURS,,,3.99,,,3.99,unknown,flipp,
2026-05-14,metro-joliette,BOISSON AU CAFÉ TREMA,cafe,,,2.99,,,2.99,unknown,flipp,
2026-05-14,metro-joliette,"TERRE, COMPOST, FUMIER OU MÉLANGE","TERRE, COMPOST, FUMIER OU MÉLANGE",,,2.99,,,2.99,unknown,flipp,
2026-05-14,metro-joliette,PLANT DE BLEUETS OU DE FRAMBOISES,PLANT DE BLEUETS OU DE FRAMBOISES,,,16.99,,,16.99,unknown,flipp,
2026-05-14,metro-joliette,BOISSON DE MALT SHAKER,BOISSON DE MALT SHAKER,,,19.99,,,19.99,unknown,flipp,
2026-05-14,metro-joliette,SANGRIA D'ICI NON PÉTILLANTE LACROIX,SANGRIA D'ICI NON PÉTILLANTE LACROIX,,,22.99,,,22.99,unknown,flipp,
2026-05-14,metro-joliette,"BIÈRE LABATT BUDWEISER, MOLSON CANADIAN","BIÈRE LABATT BUDWEISER, MOLSON CANADIAN",,,36.49,,,36.49,unknown,flipp,
2026-05-14,metro-joliette,PANIER DE BEGONIA SUSPENDU,PANIER DE BEGONIA SUSPENDU,,,17.99,,,17.99,unknown,flipp,
2026-05-14,metro-joliette,"VIN ROUGE, BLANC OU ROSÉ","VIN ROUGE, BLANC OU ROSÉ",,,11.99,,,11.99,unknown,flipp,
2026-05-14,metro-joliette,PANIER VICTORIEN COLORE,PANIER VICTORIEN COLORE,,,23.99,,,23.99,unknown,flipp,
2026-05-14,metro-joliette,SMOKED MEAT DE PORC FUMOIR GOSSELIN,SMOKED MEAT DE PORC FUMOIR GOSSELIN,,,14.99,,,14.99,unknown,flipp,
2026-05-14,metro-joliette,EAU DE SOURCE NATURELLE ESKA,EAU DE SOURCE NATURELLE ESKA,,,2.79,,,2.79,unknown,flipp,
2026-05-14,metro-joliette,TOURNEDOS DE POULET ASSAISONNÉS,TOURNEDOS DE POULET ASSAISONNÉS,,,11.99,,,11.99,unknown,flipp,
2026-05-14,metro-joliette,GERANIUM MOSQUITO,GERANIUM MOSQUITO,,,9.99,,,9.99,unknown,flipp,
2026-05-14,metro-joliette,TERRE SELECTION,TERRE SELECTION,,,10,,,10,unknown,flipp,
2026-05-14,metro-joliette,REPAS DE TENDRES BOUCHÉES DE POULET,REPAS DE TENDRES BOUCHÉES DE POULET,,,9.99,,,9.99,unknown,flipp,
2026-05-14,metro-joliette,REPAS DE POULET FRIT,REPAS DE POULET FRIT,,,13.99,,,13.99,unknown,flipp,
2026-05-14,metro-joliette,YUCCA CANE,YUCCA CANE,,,29.99,,,29.99,unknown,flipp,
2026-05-14,metro-joliette,ANNUELLES,ANNUELLES,,,5.99,,,5.99,unknown,flipp,
2026-05-14,metro-joliette,PLANT DE LÉGUMES ASSORTIS OU DE FINES HERBES,PLANT DE LÉGUMES ASSORTIS OU DE FINES HERBES,,,2.99,,,2.99,unknown,flipp,
2026-05-14,metro-joliette,BLEUETS BIOLOGIQUES,BLEUETS BIOLOGIQUES,,,2.99,,,2.99,unknown,flipp,
2026-05-14,metro-joliette,CRÈME GLACÉE BEN & JERRY'S,CRÈME GLACÉE BEN & JERRY'S,,,5.49,,,5.49,unknown,flipp,
2026-05-14,metro-joliette,PETITES SAUCISSES COCKTAIL CUITES ENROBÉES DE PÂTE GOGO LA BELLE ET LA BOEUF,PETITES SAUCISSES COCKTAIL CUITES ENROBÉES DE PÂTE GOGO LA BELLE ET LA BOEUF,,,9.99,,,9.99,unknown,flipp,
2026-05-14,metro-joliette,RONDELLES DE BACON FUMOIRS GOSSELIN,RONDELLES DE BACON FUMOIRS GOSSELIN,,,7.49,,,7.49,unknown,flipp,
2026-05-14,metro-joliette,PANIER SUSPENDU DE TOMATES OU DE FRAISES POT 10 PO OU DE LÉGUMES EN CAGE,fraises,,,17.99,,,17.99,unknown,flipp,
2026-05-14,metro-joliette,ATYPIQUE MOCKTAILS,ATYPIQUE MOCKTAILS,,,7.99,,,7.99,unknown,flipp,
2026-05-14,metro-joliette,BURRITO AU POULET,BURRITO AU POULET,,,7.99,,,7.99,unknown,flipp,
2026-05-14,metro-joliette,BALCONNIÈRE,BALCONNIÈRE,,,29.99,,,29.99,unknown,flipp,
2026-05-14,metro-joliette,RUTABAGAS,RUTABAGAS,,,1.69,,,1.69,unknown,flipp,
2026-05-14,metro-joliette,BOISSON DE MALT THÉ GLACÉ PABST,BOISSON DE MALT THÉ GLACÉ PABST,,,23.99,,,23.99,unknown,flipp,
2026-05-14,metro-joliette,PANIER FLEURI,PANIER FLEURI,,,13.99,,,13.99,unknown,flipp,
2026-05-14,metro-joliette,OIGNONS VERTS,OIGNONS VERTS,,,1.69,,,1.69,unknown,flipp,
2026-05-14,metro-joliette,BACON FUMOIRS GOSSELIN,BACON FUMOIRS GOSSELIN,,,7.49,,,7.49,unknown,flipp,
2026-05-14,metro-joliette,MELON D'EAU SANS PÉPINS,MELON D'EAU SANS PÉPINS,,,1.69,,,1.69,unknown,flipp,
2026-05-14,metro-joliette,DAHLIA XXL OU CANNA,DAHLIA XXL OU CANNA,,,19.99,,,19.99,unknown,flipp,
2026-05-14,metro-joliette,REPAS DEMI-CÔTES LEVÉES ET CUISSE DE POULET,REPAS DEMI-CÔTES LEVÉES ET CUISSE DE POULET,,,16.99,,,16.99,unknown,flipp,
2026-05-14,metro-joliette,REPAS DEMI-CÔTES LEVÉES ET POITRINE DE POULET,poitrine de poulet,,,17.99,,,17.99,unknown,flipp,
2026-05-14,metro-joliette,LOREM IPSUM ULLABORATUR VIN MOUSSEUX ST.REGIS,LOREM IPSUM ULLABORATUR VIN MOUSSEUX ST.REGIS,,,12.79,,,12.79,unknown,flipp,
2026-05-14,metro-joliette,BACON DE DOS FUMOIRS GOSSELIN,BACON DE DOS FUMOIRS GOSSELIN,,,7.49,,,7.49,unknown,flipp,
2026-05-14,metro-joliette,FOUGÈRE SUSPENDUE,FOUGÈRE SUSPENDUE,,,19.99,,,19.99,unknown,flipp,
2026-05-14,metro-joliette,HYDRANGÉE OU ROSIER FORCÉ,HYDRANGÉE OU ROSIER FORCÉ,,,24.99,,,24.99,unknown,flipp,
2026-05-14,metro-joliette,POIRES BARTLETT,POIRES BARTLETT,,,2.69,,,2.69,unknown,flipp,
2026-05-14,metro-joliette,SUSHIS,SUSHIS,,,16.99,,,16.99,unknown,flipp,
2026-05-14,metro-joliette,HIBISCUS SUR TIGE,HIBISCUS SUR TIGE,,,32.99,,,32.99,unknown,flipp,
2026-05-14,metro-joliette,BROCHETTES DE MINI SAUCISSES COCKTAIL ROMA,BROCHETTES DE MINI SAUCISSES COCKTAIL ROMA,,,8.99,,,8.99,unknown,flipp,
2026-05-14,metro-joliette,PATIO FLEURI PRESTIGE,PATIO FLEURI PRESTIGE,,,39.99,,,39.99,unknown,flipp,
2026-05-14,metro-joliette,PALMIER MAJESTY XXL,PALMIER MAJESTY XXL,,,24.99,,,24.99,unknown,flipp,
2026-05-14,metro-joliette,FLANC DE PORC SECRET GOURMAND,FLANC DE PORC SECRET GOURMAND,,,8.99,,,8.99,unknown,flipp,
2026-05-14,metro-joliette,ÉMINCÉ DE JAMBON TOUR EIFFEL,ÉMINCÉ DE JAMBON TOUR EIFFEL,,,7.49,,,7.49,unknown,flipp,
2026-05-14,metro-joliette,FROMAGE ADORAY,FROMAGE ADORAY,,,6.99,,,6.99,unknown,flipp,
2026-05-14,metro-joliette,CAISSE DE 12,CAISSE DE 12,,,24.99,,,24.99,unknown,flipp,
2026-05-14,metro-joliette,CAISSETTE DE 6 PLANTS D'ANNUELLES,CAISSETTE DE 6 PLANTS D'ANNUELLES,,,3.49,,,3.49,unknown,flipp,
2026-05-14,metro-joliette,ESKA NATURAL SPRING WATER,ESKA NATURAL SPRING WATER,,,5.49,,,5.49,unknown,flipp,
2026-05-14,metro-joliette,MANGUE MIEL (ATAULFO),MANGUE MIEL (ATAULFO),,,5,,,5,unknown,flipp,
2026-05-14,metro-joliette,PILONS DE POULET FRAIS,PILONS DE POULET FRAIS,,,3.99,,,3.99,unknown,flipp,
2026-05-14,metro-joliette,BOEUF HACHÉ EXTRA MAIGRE,boeuf hache,,,9.99,,,9.99,unknown,flipp,
2026-05-14,metro-joliette,BIFTECKS SANDWICH ESCALOPES,BIFTECKS SANDWICH ESCALOPES,,,12.99,,,12.99,unknown,flipp,
2026-05-14,metro-joliette,CANNOLI À LA CRÈME DE RICOTTA,CANNOLI À LA CRÈME DE RICOTTA,,,6.99,,,6.99,unknown,flipp,
2026-05-14,metro-joliette,GÂTEAUX MINI MOUSSE,GÂTEAUX MINI MOUSSE,,,11.99,,,11.99,unknown,flipp,
2026-05-14,metro-joliette,BEIGNES SELECTION,BEIGNES SELECTION,,,5.49,,,5.49,unknown,flipp,
2026-05-14,metro-joliette,PÂTÉ DE FOIE OU DE CAMPAGNE LA BELLE BRETAGNE,PÂTÉ DE FOIE OU DE CAMPAGNE LA BELLE BRETAGNE,,,3.99,,,3.99,unknown,flipp,
2026-05-14,metro-joliette,POITRINE DE DINDE FLAMINGO,POITRINE DE DINDE FLAMINGO,,,2.79,,,2.79,unknown,flipp,
2026-05-14,metro-joliette,PEPPERONI TRANCHÉ SELECTION,PEPPERONI TRANCHÉ SELECTION,,,12.99,,,12.99,unknown,flipp,
2026-05-14,metro-joliette,PAIN DE BEAUTÉ DOVE,pain,,,5,,,5,unknown,flipp,
2026-05-14,metro-joliette,LÉGUMINEUSES CEDAR,LÉGUMINEUSES CEDAR,,,2,,,2,unknown,flipp,
2026-05-14,metro-joliette,BARRES À L'AVOINE OATBOX,BARRES À L'AVOINE OATBOX,,,3.99,,,3.99,unknown,flipp,
2026-05-14,metro-joliette,RELISH TOUNDRA,RELISH TOUNDRA,,,3.99,,,3.99,unknown,flipp,
2026-05-14,metro-joliette,BAGUETTE FRANÇAISE,BAGUETTE FRANÇAISE,,,1.99,,,1.99,unknown,flipp,
2026-05-14,metro-joliette,PETITS GÂTEAUX VACHON,PETITS GÂTEAUX VACHON,,,7,,,7,unknown,flipp,
2026-05-14,metro-joliette,PIZZA RESTO PIZZ,PIZZA RESTO PIZZ,,,8.99,,,8.99,unknown,flipp,
2026-05-14,metro-joliette,CROUSTILLES LAY'S,CROUSTILLES LAY'S,,,9,,,9,unknown,flipp,
2026-05-14,metro-joliette,"PEPSI, COKE","PEPSI, COKE",,,15,,,15,unknown,flipp,
2026-05-14,metro-joliette,OLÉ! SANGRITA WINE DRINK,OLÉ! SANGRITA WINE DRINK,,,23.99,,,23.99,unknown,flipp,
2026-05-14,metro-joliette,ROSETTES DE BŒUF,ROSETTES DE BŒUF,,,10.99,,,10.99,unknown,flipp,
2026-05-14,metro-joliette,BOISSON DE MALT POPPERS POPUP,BOISSON DE MALT POPPERS POPUP,,,25.99,,,25.99,unknown,flipp,
2026-05-14,metro-joliette,FILET DE PORC MAPLE LEAF,cotes de porc,,,12.99,,,12.99,unknown,flipp,
2026-05-14,metro-joliette,CÔTELETTE DE PORC AVEC OS NAGANO,CÔTELETTE DE PORC AVEC OS NAGANO,,,11.99,,,11.99,unknown,flipp,
2026-05-14,metro-joliette,CORNICHONS SELECTION,CORNICHONS SELECTION,,,3.99,,,3.99,unknown,flipp,
2026-05-14,metro-joliette,BROCHETTES D'ÉTÉ ASSAISONNÉES,BROCHETTES D'ÉTÉ ASSAISONNÉES,,,12,,,12,unknown,flipp,
2026-05-14,metro-joliette,MOULES BLEUES FRAÎCHES CANADIAN COVE,MOULES BLEUES FRAÎCHES CANADIAN COVE,,,6.99,,,6.99,unknown,flipp,
2026-05-14,metro-joliette,"CORONA EXTRA, STELLA ARTOIS, MODELO ESPECIAL","CORONA EXTRA, STELLA ARTOIS, MODELO ESPECIAL",,,37.99,,,37.99,unknown,flipp,
2026-05-14,metro-joliette,BEIGNES,BEIGNES,,,3.49,,,3.49,unknown,flipp,
2026-05-14,metro-joliette,TARTE SELECTION,TARTE SELECTION,,,6.99,,,6.99,unknown,flipp,
2026-05-14,metro-joliette,MI-CUITS CHOCOLATS FAVORIS,MI-CUITS CHOCOLATS FAVORIS,,,10.99,,,10.99,unknown,flipp,
2026-05-14,metro-joliette,BOISSON À L'AVOINE OAT-LY,BOISSON À L'AVOINE OAT-LY,,,4.49,,,4.49,unknown,flipp,
2026-05-14,metro-joliette,GNOCCHI DE POMMES DE TERRE SELECTION,pommes,,,2.99,,,2.99,unknown,flipp,
2026-05-14,metro-joliette,EAU DE SOURCE GAZÉIFIÉE ESKA,EAU DE SOURCE GAZÉIFIÉE ESKA,,,1,,,1,unknown,flipp,
2026-05-14,metro-joliette,BOUILLON BIOLOGIQUE IMAGINE,BOUILLON BIOLOGIQUE IMAGINE,,,5,,,5,unknown,flipp,
2026-05-14,metro-joliette,BOL DE NOUILLES NONGSHIM,BOL DE NOUILLES NONGSHIM,,,2,,,2,unknown,flipp,
2026-05-14,metro-joliette,BOISSON SANS ALCOOL DISTILLERIE 3 LACS,BOISSON SANS ALCOOL DISTILLERIE 3 LACS,,,9.99,,,9.99,unknown,flipp,
2026-05-14,metro-joliette,FRIANDISES GLACÉES LECLERC CÉLÉBRATION,FRIANDISES GLACÉES LECLERC CÉLÉBRATION,,,7.99,,,7.99,unknown,flipp,
2026-05-14,metro-joliette,MICHELOB ULTRA,MICHELOB ULTRA,,,34.99,,,34.99,unknown,flipp,
2026-05-14,metro-joliette,"DAY EVERY DAY, SVNS HARD 7.UP, BUD LIGHT CHELADA, PALM BOY","DAY EVERY DAY, SVNS HARD 7.UP, BUD LIGHT CHELADA, PALM BOY",,,23.49,,,23.49,unknown,flipp,
2026-05-14,metro-joliette,POIREAUX,POIREAUX,,,2.99,,,2.99,unknown,flipp,
2026-05-14,metro-joliette,CLÉMENTINES,CLÉMENTINES,,,4.99,,,4.99,unknown,flipp,
2026-05-14,metro-joliette,SAUCISSES FUMÉES SELECTION,SAUCISSES FUMÉES SELECTION,,,5,,,5,unknown,flipp,
2026-05-14,metro-joliette,"BIÈRE ARCHIBALD, BRASSEUR DE MONTRÉAL","BIÈRE ARCHIBALD, BRASSEUR DE MONTRÉAL",,,21.99,,,21.99,unknown,flipp,
2026-05-14,metro-joliette,ORANGES NAVEL SANS PÉPINS,ORANGES NAVEL SANS PÉPINS,,,1.69,,,1.69,unknown,flipp,
2026-05-14,metro-joliette,SAUCISSES ENROBÉES DE PÂTE POGO,SAUCISSES ENROBÉES DE PÂTE POGO,,,19.99,,,19.99,unknown,flipp,
2026-05-14,metro-joliette,POULET CRAPAUDINE SCORES,POULET CRAPAUDINE SCORES,,,6.49,,,6.49,unknown,flipp,
2026-05-14,metro-joliette,BAVETTE DE BŒUF IRRÉSISTIBLE,BAVETTE DE BŒUF IRRÉSISTIBLE,,,12.99,,,12.99,unknown,flipp,
2026-05-14,metro-joliette,SECTIONS DE CRABE DES NEIGES,SECTIONS DE CRABE DES NEIGES,,,27.99,,,27.99,unknown,flipp,
2026-05-14,metro-joliette,BAGELS STYLE MONTRÉAL,BAGELS STYLE MONTRÉAL,,,4.99,,,4.99,unknown,flipp,
2026-05-14,metro-joliette,SALADE SELECTION,SALADE SELECTION,,,2.99,,,2.99,unknown,flipp,
2026-05-14,metro-joliette,PARMIGIANO REGGIANO IRRÉSISTIBLE,PARMIGIANO REGGIANO IRRÉSISTIBLE,,,11.99,,,11.99,unknown,flipp,
2026-05-14,metro-joliette,ASSOUPLISSEUR DE TISSUS FLEECY,ASSOUPLISSEUR DE TISSUS FLEECY,,,5.99,,,5.99,unknown,flipp,
2026-05-14,metro-joliette,TARTELETTES IRRÉSISTIBLE,TARTELETTES IRRÉSISTIBLE,,,7.99,,,7.99,unknown,flipp,
2026-05-14,metro-joliette,NETTOYANT TOUT USAGE LYSOL,NETTOYANT TOUT USAGE LYSOL,,,4,,,4,unknown,flipp,
2026-05-14,metro-joliette,"LÉGUMES MIEUX-ÊTRE BIOLOGIQUE, IRRÉSISTIBLE","LÉGUMES MIEUX-ÊTRE BIOLOGIQUE, IRRÉSISTIBLE",,,5,,,5,unknown,flipp,
2026-05-14,metro-joliette,ESSUIE-TOUT DE PAPIER SELECTION,ESSUIE-TOUT DE PAPIER SELECTION,,,14.49,,,14.49,unknown,flipp,
2026-05-14,metro-joliette,TRIO DE CONDIMENTS HEINZ,TRIO DE CONDIMENTS HEINZ,,,6.99,,,6.99,unknown,flipp,
2026-05-14,metro-joliette,SAUCE BBQ DIANA,SAUCE BBQ DIANA,,,3.99,,,3.99,unknown,flipp,
2026-05-14,metro-joliette,JUS OASIS,JUS OASIS,,,3.99,,,3.99,unknown,flipp,
2026-05-14,metro-joliette,LA CAISSE DE 12 CANETTES DE 355 ML OU BOUTEILLES DE 341 ML,LA CAISSE DE 12 CANETTES DE 355 ML OU BOUTEILLES DE 341 ML,,,22.99,,,22.99,unknown,flipp,
2026-05-14,metro-joliette,BISCUITS CHRISTIE,BISCUITS CHRISTIE,,,4.99,,,4.99,unknown,flipp,
2026-05-14,metro-joliette,CÔTES DE DOS DE PORC FRAIS,CÔTES DE DOS DE PORC FRAIS,,,6.99,,,6.99,unknown,flipp,
2026-05-14,metro-joliette,BACON LAFLEUR,BACON LAFLEUR,,,9.99,,,9.99,unknown,flipp,
2026-05-14,metro-joliette,GUIMAUVES SELECTION,GUIMAUVES SELECTION,,,7.99,,,7.99,unknown,flipp,
2026-05-14,metro-joliette,BIFTECK DE FILET MIGNON,BIFTECK DE FILET MIGNON,,,15.88,,,15.88,unknown,flipp,
2026-05-14,metro-joliette,QUESADILLAS POULET ET FROMAGE,QUESADILLAS POULET ET FROMAGE,,,6.99,,,6.99,unknown,flipp,
2026-05-14,metro-joliette,BOISSON SPORTIVE GATORADE,BOISSON SPORTIVE GATORADE,,,21.99,,,21.99,unknown,flipp,
2026-05-14,metro-joliette,"BIÈRE LABATT BUD LIGHT, MOLSON MILLER LITE","BIÈRE LABATT BUD LIGHT, MOLSON MILLER LITE",,,34.99,,,34.99,unknown,flipp,
2026-05-14,metro-joliette,EAU PÉTILLANTE BUBBLY,EAU PÉTILLANTE BUBBLY,,,4.99,,,4.99,unknown,flipp,
2026-05-14,metro-joliette,AILES DE POULET FLAMINGO,AILES DE POULET FLAMINGO,,,8.99,,,8.99,unknown,flipp,
